date,type,description,detailUrl,pdfUrl,xlsUrl
"Jan 03, 2020",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13827802,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/b262e0e1-a2c1-4f8e-a0d0-bc58646e4a40.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/35b50ba3-096a-4d4e-b2d1-9f4bd0448294.xls
"Jan 03, 2020",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13827933,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/5860f228-3884-4ff1-b9dd-ffb8b0c7dcad.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/eca2dd77-aca0-4a06-b5cd-167dec30d6ad.xls
"Jan 03, 2020",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13827978,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/1a543202-1072-4629-88c7-35eef9f23234.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/39d6c893-9c1b-4f77-91ae-2f4b5c382f98.xls
"Jan 03, 2020",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13828059,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/95145a1e-6f1a-4cf7-9a94-495ad7af6c7d.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/9fd2ef27-9711-479c-80e6-ae2322a72220.xls
"Jan 03, 2020",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13828127,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/da4585cb-44ed-4f43-bf9d-ae103f1a5166.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/65ebe8c4-e668-4f30-a33e-b731cf95fe72.xls
"Jan 03, 2020",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13828153,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/674dd710-0148-4e12-ae7d-95683d9183c2.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/14e80923-bd88-4ac2-96be-c2364f93919a.xls
"Dec 04, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13780600,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/ca0d9034-2515-4e91-9c09-c18c8af89563.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/aab71356-2e9a-4467-af8b-24059be8436d.xls
"Nov 14, 2019",Form 3,Initial Statement of Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13741785,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/a4bc8726-9c45-4620-8969-0324774b7579.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/7a546e22-11ad-4b95-a86c-46f03300defc.xls
"Oct 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13704536,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/adbf6090-e4b2-4aad-948f-c67049bad972.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/91e9431c-18a6-4a3b-9e42-c5b191b93374.xls
"Oct 25, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13700368,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/1120bb9e-836e-43ee-9672-736280adfb2b.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/f5892d50-1059-4656-ac06-8e9431bbc182.xls
"Oct 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13670316,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/f8dd0db7-735f-4ab3-b35e-cddcc4707009.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/211322fb-63da-4df1-9e83-25400ce3ae61.xls
"Oct 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13670323,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/1b803596-6a4a-417d-b07f-b779bc3b3c77.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/6106bacd-155e-4d7c-b5fb-670796f5142b.xls
"Oct 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13670326,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/095cf9f0-70bf-42ee-bf63-9a131d38bece.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/7f736f22-e0f9-4afd-98e2-7a97e2ee21ee.xls
"Oct 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13670333,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/a881919c-fda8-44c2-9a5f-55920f5f38d6.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/3759c698-f204-4571-9dc4-70125f455759.xls
"Oct 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13670340,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/bf8d3aab-b04d-484f-b626-e2d02d5d2448.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/22963399-7f69-4a0e-a714-5d3cf2716e75.xls
"Oct 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13670341,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/eeacdbc8-4313-469e-8a7e-f7a4265770a6.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/c7e52610-25f8-4e16-b31c-9675b663d512.xls
"Sep 16, 2019",Form 3,Initial Statement of Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13643991,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/b4965380-5b33-4151-b2d3-34594192c914.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/0d007d22-bba2-489f-8480-df17324bdb92.xls
"Sep 05, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13629530,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/46623022-70bd-4ffa-b58f-a24371132a91.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/a8d65cfa-c555-4451-b439-e8b6da6fd705.xls
"Aug 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13568761,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/9ad3386b-bf1d-4298-bbfa-f9815f17f973.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/aaf1144e-2a2e-45a8-9940-013a264ee2e1.xls
"Jul 26, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13553530,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/f5343c32-1ac4-49b5-8a26-9dbc73f3dda4.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/0207fa51-add0-44fc-aaf9-09ddce334294.xls
"Jul 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13524076,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/d02e3063-37fb-408e-99d6-d5935810e863.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/6fbfd493-b9b7-4263-8622-2596f8250e3e.xls
"Jul 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13524112,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/279144ee-8945-43af-a625-4392a15044cc.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/04885371-454c-486d-9d95-73a3edd0dde7.xls
"Jul 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13524214,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/af7bed80-5c0b-40aa-9d80-b55b05431afc.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/9120bdf3-b22b-49fa-86ed-ffd2bd7d5bce.xls
"Jul 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13524270,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/f265476c-fdf3-482b-8da0-de9f9a7ea3d3.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/5733176e-1775-4b6b-bb7f-4436201a6b92.xls
"Jul 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13524302,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/0a7ed3db-5730-4682-a8c4-94f173f08ce7.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/bc989c72-329d-411a-88b1-cbe8592573bc.xls
"Jul 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13524318,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/b561ff88-c72b-41ce-a0c4-a2dfa2b695b1.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/563224a2-0323-487c-bb7b-5cb9a7c4dd4a.xls
"Jun 12, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13487600,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/67698aea-ce77-4875-a4e9-823d8404aff5.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/fc271acb-0e66-4d79-b4bb-d8216195c111.xls
"Jun 05, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13476213,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/09d5cce9-7b4b-49ba-bfca-dbdb12586983.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/fa33f6c2-0afb-4ad8-92b8-3f553f8dc659.xls
"May 30, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13464060,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/80676711-e266-4484-a1e3-ffd9747acd53.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/54d921b1-9649-49f4-9540-927d66724e0a.xls
"May 21, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13445416,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/d1b67922-b130-4fb7-aaed-ad4904d02933.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/4c49fc3a-922f-477a-abfe-bfd2aeb18d5d.xls
"May 09, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13416916,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/7f363419-966b-4d08-b240-83ddf89bd3d5.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/ce898e15-b746-4880-8f2f-e6b7279776a8.xls
"May 09, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13416926,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/83740292-7490-4bad-9607-e049b5883ecc.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/647d0d55-06e5-4418-985e-483ec57ad191.xls
"May 09, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13416930,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/2efdbaca-1e70-44cf-9fcc-e53f7a373309.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/9deb4545-7290-457a-a430-e817b70b5ee2.xls
"May 09, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13416942,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/4c3eab45-df9c-4a79-bd4b-79e2efe3ec50.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/8138d198-cd76-441f-b3b6-26ba08a8f090.xls
"May 09, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13416944,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/ff343bd7-d68e-468e-aaba-3d993c373c9f.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/566ed865-b9dd-4808-becc-eba3fb80ca35.xls
"May 09, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13416957,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/aa0f846a-c8db-4c28-846d-6a5e5752ad06.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/2c74aa72-8ebf-4e3a-8694-a66e02017017.xls
"May 09, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13416959,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/f1ad74eb-c2dc-4d3e-87a4-188084c97408.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/eb1e40fa-82a7-491f-a31a-dfd5fed13e28.xls
"May 09, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13416976,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/6907ff62-1a3f-432b-988f-8543a615a3d5.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/6f2d1a46-d03e-400f-9ac8-3185083dbdf9.xls
"May 09, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13416983,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/c5287341-575f-466c-8212-eeb12809bca0.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/ecae15aa-1571-4206-be6d-4b7fb700befd.xls
"May 09, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13416990,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/6388c24b-4935-4b85-b2d2-4918c9b27598.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/4427341a-b7e8-4adb-b9e6-babb6e3bc443.xls
"May 01, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13396409,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/76cce1f4-67a1-4ef2-8840-53a0c8d52553.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/3e0a44b1-64b1-4f77-b4e9-03ad4bd38297.xls
"May 01, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13396444,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/59df742c-0618-4e2c-8f59-c497c94cc1d4.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/01a8d23f-5e17-4843-947b-b41db097de42.xls
"May 01, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13396530,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/3be4d7e9-948d-4d49-9316-135e4c599e2b.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/27f59c62-edc4-4ed9-bbb1-8709c627fa27.xls
"Apr 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13385891,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/c60f7738-199c-4f8f-bed6-c6a8d00cb537.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/28422572-8c60-4d8f-80dd-bd8852355896.xls
"Apr 26, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13382066,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/c8b64846-db06-448a-880e-3be2bfb3ae5c.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/7b6b0821-449c-4e5d-aae5-15f77e1b1404.xls
"Apr 25, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13377848,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/e5598d63-47b1-4330-84af-3120cacf31d2.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/e8cee6db-3517-4ca5-ba63-6a072d0f13eb.xls
"Apr 11, 2019",Form 3,Initial Statement of Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13355545,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/1a148377-c5f3-4c54-905b-c8c30df542b5.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/b9fb6978-e6ba-4e07-bd6f-5dacd518f938.xls
"Apr 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13338449,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/b9a87cef-1140-4e08-9f27-a9a5fe5a1255.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/dfda9e1e-6935-48b5-8518-f8ab92d9a97d.xls
"Apr 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13338460,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/6d0fef3d-dda9-4c0f-b0d0-62f4295e427d.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/e5f9d0dd-aab4-4943-981b-667f3fa927f9.xls
"Apr 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13338469,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/f968bfd6-4917-4ad3-af6a-53852a5f3e4f.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/f6095f23-af2f-4c91-b0ff-a56b5f34ea25.xls
"Apr 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13338478,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/a7b3123e-9d35-4f7f-acfa-754869e4dcc0.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/194c784c-ed38-4668-86d5-093a19d0d582.xls
"Apr 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13338503,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/133cb4ec-0622-43f6-b9b0-f53533795af8.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/fa7ea7f7-5e91-4b13-adeb-34716c7a00f0.xls
"Apr 02, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13338512,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/d56237c9-e1df-49cb-8397-94be35da7483.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/45cc413d-6534-4450-ba63-0cd1ba19b3ff.xls
"Feb 19, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13237457,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/de2bee12-ccc7-4cff-ab01-21354f7ab87f.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/d6e39c29-bce2-4793-9b4e-b293266333ae.xls
"Feb 05, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13193386,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/21e4e1ab-0e82-41ba-acc8-5ed33ff54e78.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/2bd78c08-87ef-444e-adad-4742aff48977.xls
"Jan 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13177233,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/d6d6e665-be72-4234-86fa-f0335cd425ca.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/e2d7252c-e0af-422a-873e-ef74a638eaf3.xls
"Jan 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13177238,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/250159ff-37ba-4a8e-bb78-d32e0adeab73.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/eff8f28a-3323-477f-815d-b375662012cc.xls
"Jan 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13177244,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/4da5e04c-ac7b-4959-be5d-b0c5383dd0ea.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/ba20f583-c30d-476c-bba8-0a226ec84172.xls
"Jan 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13177249,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/0fe786e9-849e-4aba-817d-f0b496d8de38.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/ca99191b-d781-4d7d-a1e6-fca10021194c.xls
"Jan 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13177252,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/ab08353a-1aa9-4178-827f-f805c6d1b9fc.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/1b73dba4-78dd-4d39-93a6-d67f8f54c5f7.xls
"Jan 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13177256,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/6f83e6fd-ce73-498a-ad5a-af79ad2cb471.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/34ed1c69-c6df-48e9-aac0-c767475b31ac.xls
"Jan 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13177255,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/b8b30036-b7e2-4c14-bce0-305e6342a2af.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/61167ad1-4bac-4ca5-a21d-2fa06bc2b80a.xls
"Jan 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13177258,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/e316e779-8c0d-417f-829f-1750f99407c4.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/ab451448-3602-497d-ad39-bf84757d03af.xls
"Jan 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13177260,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/6b03f6c3-e330-4da5-8424-e82ac41670c2.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/ba7588c4-4a57-48c9-9d80-836836aaf702.xls
"Jan 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13177274,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/731448de-4f92-4bbf-b085-8708847d3799.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/9e7efc2f-4e0b-4c99-a4a2-aa73a21418bd.xls
"Jan 29, 2019",Form 4,Statement of Changes in Beneficial Ownership,https://ir.americanexpress.com/financials/earnings-and-sec-filings/sec-filings-details/default.aspx?FilingId=13177278,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/e5a0ca08-f972-439e-86e4-59b747852dcd.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004962/cf96fe2e-d912-4abd-8ffb-78dd0bce3e18.xls
