date,type,description,company,document
2017-10-27,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000110465917064315/
2017-10-24,10-Q,Quarterly Report - Q3 2017,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000105/
2017-10-18,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000100/
2017-10-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000095/
2017-09-26,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000090/
2017-09-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000086/
2017-08-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000081/
2017-08-01,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000110465917048489/
2017-07-25,10-Q,Quarterly Report - Q2 2017,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000071/
2017-07-19,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000063/
2017-07-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000060/
2017-06-28,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000057/
2017-06-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000052/
2017-05-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000048/
2017-05-02,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000042/
2017-04-27,10-Q,Quarterly Report - Q1 2017,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000040/
2017-04-19,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000034/
2017-04-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000030/
2017-03-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000027/
2017-02-17,10-K,Annual Report for FY 2016,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312517047588/
2017-02-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000016/
2017-01-24,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000009/
2017-01-19,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000005/
2017-01-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496217000002/
2016-12-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000216/
2016-11-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000213/
2016-10-25,10-Q,Quarterly Report - Q3 2016,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312516746492/
2016-10-19,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000200/
2016-10-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000198/
2016-09-27,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000195/
2016-09-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000193/
2016-08-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000191/
2016-07-28,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000182/
2016-07-26,10-Q,Quarterly Report - Q2 2016,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312516657869/
2016-07-20,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000176/
2016-07-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000174/
2016-06-29,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000168/
2016-06-20,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000163/
2016-06-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000161/
2016-05-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000159/
2016-05-02,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000149/
2016-04-27,10-Q,Quarterly Report - Q1 2016,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312516558855/
2016-04-20,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000143/
2016-04-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000141/
2016-03-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000138/
2016-03-08,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000131/
2016-02-29,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000126/
2016-02-19,10-K,Annual Report for FY 2015,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312516469798/
2016-02-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000120/
2016-01-21,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000116/
2016-01-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496216000113/
2015-12-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000111/
2015-11-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000108/
2015-10-28,10-Q,Quarterly Report - Q3 2015,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312515356064/
2015-10-21,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000094/
2015-10-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000092/
2015-09-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000083/
2015-08-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000078/
2015-07-29,10-Q,Quarterly Report - Q2 2015,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312515267714/
2015-07-22,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000066/
2015-07-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000062/
2015-06-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000058/
2015-05-29,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000056/
2015-05-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000052/
2015-05-12,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000048/
2015-04-29,10-Q,Quarterly Report - Q1 2015,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312515155393/
2015-04-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000034/
2015-04-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000024/
2015-03-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000019/
2015-03-11,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000017/
2015-03-02,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000110465915015788/
2015-02-24,10-K,Annual Report for FY 2014,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312515059931/
2015-02-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000012/
2015-02-12,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000007/
2015-01-21,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000005/
2015-01-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496215000002/
2014-12-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000108/
2014-12-05,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000110465914085118/
2014-12-04,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000106/
2014-11-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000102/
2014-11-12,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000110465914079098/
2014-10-28,10-Q,Quarterly Report - Q3 2014,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312514384990/
2014-10-21,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000093/
2014-10-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312514372680/
2014-10-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000090/
2014-09-30,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000087/
2014-09-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000078/
2014-08-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000072/
2014-07-30,10-Q,Quarterly Report - Q2 2014,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312514286961/
2014-07-29,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000059/
2014-07-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000053/
2014-06-30,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000051/
2014-06-23,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000049/
2014-06-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000047/
2014-05-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000043/
2014-05-13,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000041/
2014-04-29,10-Q,Quarterly Report - Q1 2014,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312514167067/
2014-04-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000031/
2014-04-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000029/
2014-03-26,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000027/
2014-03-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000019/
2014-03-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000021/
2014-02-25,10-K,Annual Report for FY 2013,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312514066777/
2014-02-18,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000012/
2014-01-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000007/
2014-01-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496214000005/
2013-12-24,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036113047448/
2013-12-19,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036113046971/
2013-12-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000085/
2013-11-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000083/
2013-10-29,10-Q,Quarterly Report - Q3 2013,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312513415898/
2013-10-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000076/
2013-10-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000074/
2013-09-25,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000070/
2013-09-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000067/
2013-08-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000065/
2013-07-29,10-Q,Quarterly Report - Q2 2013,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312513307673/
2013-07-25,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000057/
2013-07-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000051/
2013-07-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000049/
2013-06-21,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000047/
2013-06-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000044/
2013-05-22,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000093041313003088/
2013-05-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000093041313003027/
2013-05-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000041/
2013-05-07,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000039/
2013-05-02,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000037/
2013-04-30,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000035/
2013-04-29,10-Q,Quarterly Report - Q1 2013,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312513180601/
2013-04-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000030/
2013-04-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000027/
2013-04-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000026/
2013-03-25,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000022/
2013-03-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000020/
2013-03-14,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000018/
2013-02-22,10-K,Annual Report for FY 2012,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312513070554/
2013-02-22,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000016/
2013-02-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000014/
2013-02-06,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036113004974/
2013-01-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000007/
2013-01-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000005/
2013-01-10,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496213000003/
2012-12-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000081/
2012-12-12,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000079/
2012-11-28,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000076/
2012-11-27,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000074/
2012-11-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000071/
2012-11-13,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000068/
2012-10-31,10-Q,Quarterly Report - Q3 2012,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312512443821/
2012-10-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036112044011/
2012-10-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000061/
2012-10-01,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000059/
2012-09-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000057/
2012-08-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000051/
2012-08-08,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036112035791/
2012-08-02,10-Q,Quarterly Report - Q2 2012,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312512332179/
2012-07-20,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000045/
2012-07-18,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000038/
2012-07-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000034/
2012-06-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000027/
2012-06-13,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000024/
2012-05-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036112025183/
2012-05-03,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000018/
2012-05-01,10-Q,Quarterly Report - Q1 2012,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312512200270/
2012-04-18,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000016/
2012-04-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000013/
2012-03-26,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000011/
2012-03-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000008/
2012-03-13,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036112015227/
2012-02-29,10-K,Annual Report for FY 2011,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036112011832/
2012-02-24,10-K,Annual Report for FY 2011,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000119312512077400/
2012-02-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000004/
2012-02-13,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496212000002/
2012-02-09,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000093041312000562/
2012-01-27,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036112004013/
2012-01-19,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036112003072/
2012-01-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036112002648/
2011-12-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036111057577/
2011-11-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000054/
2011-11-04,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036111051834/
2011-11-02,10-Q,Quarterly Report - Q3 2011,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000095012311094420/
2011-10-19,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036111049859/
2011-10-17,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036111049604/
2011-09-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036111045968/
2011-09-14,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000114036111045813/
2011-08-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000043/
2011-08-03,10-Q,Quarterly Report - Q2 2011,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000095012311072260/
2011-07-20,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000040/
2011-07-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000038/
2011-06-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000034/
2011-05-16,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000030/
2011-05-05,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000028/
2011-05-05,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000027/
2011-05-04,10-Q,Quarterly Report - Q1 2011,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000095012311044479/
2011-04-26,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000090342311000223/
2011-04-20,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000024/
2011-04-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000022/
2011-03-28,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000020/
2011-03-18,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000018/
2011-03-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000016/
2011-02-28,10-K,Annual Report for FY 2010,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000095012311019072/
2011-02-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000014/
2011-02-15,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000093041311001091/
2011-01-28,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000011/
2011-01-24,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000009/
2011-01-19,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000006/
2011-01-18,8-K,Current Report,American Express Company,https://www.sec.gov/Archives/edgar/data/4962/000000496211000004/
